"SITE_ID","YEAR","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"IRL141","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.87","2.221","1.291","0.254","1.541","0.402","0.326","3.005","0.389","0.17","4.885"
"DEN417","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","0.494","0.378","0.064","0.08","0.143","0.111","0.021","0.033","0.01","0.013","0.028"
"KEF112","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","9.419","4.074","0.486","1.84","2.296","1.243","0.142","0.094","0.03","0.054",""
"YOS404","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.391","0.589","0.348","0.506","0.846","0.258","0.137","0.088","0.028","0.082","0.022"
"VIN140","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","4.86","3.336","2.423","1.175","3.579","1.536","1.103","0.114","0.085","0.114","0.082"
"KNZ184","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.511","1.214","1.162","0.608","1.761","0.409","1.687","0.072","0.052","0.088","0.039"
"VOY413","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","0.457","0.887","0.429","0.355","0.778","0.368","0.171","0.036","0.035","0.047","0.02"
"CAT175","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","4.508","3.083","0.42","2.146","2.532","0.971","0.111","0.085","0.022","0.04",""
"CAT175","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","4.732","3.124","0.525","2.363","2.85","1.015","","","","",""
"CTH110","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","6.733","3.461","0.703","2.004","2.675","1.228","0.153","0.089","0.026","0.045",""
"SEK430","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.777","1.075","0.992","1.164","2.138","0.537","0.234","0.164","0.051","0.121","0.033"
"WSP144","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","4.958","3.311","0.979","1.847","2.797","1.161","0.173","0.261","0.056","0.071","0.109"
"GTH161","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","0.152","0.489","0.136","0.242","0.374","0.181","0.092","0.02","0.016","0.026","0.013"
"RED004","2022.0","01/04/2022 09:00:00","01/03/2023 08:00:00","","","","","","","","","","",""
"CHA467","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","0.581","1.047","0.325","0.565","0.881","0.36","0.266","0.115","0.029","0.041",""
"LYK123","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","3.777","2.841","2.209","1.246","3.436","1.489","0.358","0.091","0.074","0.083","0.095"
"GRC474","2022.0","01/04/2022 09:00:00","01/03/2023 08:00:00","","","","","","","","","","",""
"CAD150","1994.0","01/04/1994 09:00:00","01/03/1995 08:00:00","1.753","4.135","0.426","1.378","1.782","1.225","","","","",""
"PED108","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.291","0.817","0.264","0.438","0.695","0.3","0.082","0.122","0.027","0.062","0.076"
"ABT147","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.598","0.816","0.651","0.734","1.374","0.322","0.088","0.265","0.04","0.05","0.211"
"SAN189","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","0.692","1.732","1.532","0.706","2.227","0.867","0.441","0.082","0.068","0.073","0.076"
"CAD150","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","0.899","2.422","0.446","0.86","1.293","0.771","0.201","0.178","0.043","0.1","0.045"
"MAC426","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","3.77","3.882","0.994","1.547","2.517","1.504","0.254","0.097","0.039","0.071","0.039"
"HOW191","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","","","","","","","","","","",""
"COW137","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","1.259","3.46","0.142","0.671","0.802","1.168","0.079","0.048","0.017","0.066",""
"PAR107","1992.0","12/31/1991 09:00:00","12/29/1992 08:00:00","11.358","6.22","0.481","1.509","1.966","1.567","","","","",""
"WST109","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","1.198","2.155","0.215","0.649","0.854","0.709","0.063","0.107","0.015","0.044",""
"YEL408","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.624","0.346","0.128","0.136","0.261","0.143","0.082","0.026","0.012","0.021","0.016"
"SAN189","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.461","1.29","1.48","0.57","2.041","0.718","0.459","0.047","0.062","0.06","0.046"
"CVL151","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.805","2.138","0.47","0.777","1.235","0.677","0.22","0.187","0.047","0.088","0.069"
"MAC426","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","5.998","5.191","0.988","1.929","2.887","1.944","0.269","0.062","0.036","0.069","0.035"
"ANA115","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","1.609","1.929","1.39","0.922","2.298","0.959","0.286","0.091","0.07","0.065","0.085"
"FOR605","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","","","","","","","","","","",""
"HVT424","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","26.923","1.825","0.091","0.098","0.188","0.127","0.045","0.47","0.059","0.034",""
"ARE228","1991.0","01/01/1991 09:00:00","12/31/1991 08:00:00","14.434","7.007","1.382","3.758","5.079","2.503","","","","",""
"DCP114","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","2.291","2.568","1.501","1.126","2.608","1.204","0.265","0.098","0.062","0.072","0.068"
"BVL130","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","4.231","3.385","2.194","1.534","3.704","1.515","0.538","0.072","0.098","0.075","0.072"
"ESP127","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","1.806","2.864","0.565","1.006","1.555","1.035","0.213","0.092","0.034","0.093","0.04"
"BWR139","1996.0","01/02/1996 09:00:00","12/31/1996 08:00:00","","","","","","","","","","",""
"MEV405","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.156","0.373","0.164","0.447","0.603","0.148","0.172","0.04","0.022","0.037","0.019"
"MCK131","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","4.675","3.756","0.932","1.697","2.602","1.436","0.261","0.089","0.04","0.068","0.04"
"PSU106","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","1.226","1.336","0.919","0.887","1.792","0.652","0.263","0.075","0.036","0.058","0.059"
"PAL190","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.807","1.422","0.883","0.575","1.449","0.539","0.818","0.096","0.061","0.093","0.034"
"KEF112","1992.0","12/31/1991 09:00:00","12/29/1992 08:00:00","12.447","5.154","0.266","2.137","2.369","1.285","","","","",""
"VPI120","1993.0","12/29/1992 09:00:00","01/04/1994 08:00:00","9.187","6.096","0.35","2.713","3.021","1.394","","","","",""
"WNC429","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.228","0.48","0.233","0.434","0.66","0.192","0.34","0.029","0.034","0.04","0.016"
"LRL117","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","10.015","4.805","0.474","1.445","1.896","1.56","0.168","0.074","0.027","0.055","0.04"
"WFM105","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.354","0.644","0.279","0.402","0.674","0.266","0.102","0.051","0.019","0.028","0.036"
"STK138","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.493","1.012","2.151","0.533","2.675","0.817","0.543","0.076","0.142","0.078","0.086"
"ALH157","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","2.286","2.616","1.795","1.169","2.946","1.221","0.543","0.109","0.067","0.085","0.08"
"PED108","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","4.494","4.189","0.39","1.499","1.865","1.378","0.111","0.18","0.037","0.061","0.059"
"GRB411","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","0.206","0.535","0.187","0.485","0.663","0.197","0.188","0.043","0.021","0.023",""
"ROM206","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.195","0.344","0.147","0.317","0.458","0.15","0.096","0.022","0.014","0.027","0.013"
"GAS153","1997.0","12/31/1996 09:00:00","12/30/1997 08:00:00","5.455","5.057","0.462","2.149","2.577","1.531","","","","",""
"CVL151","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.804","1.678","0.48","0.616","1.086","0.551","0.194","0.189","0.044","0.098","0.102"
"ESP127","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.594","1.393","0.417","0.768","1.172","0.466","0.212","0.104","0.033","0.072","0.046"
"ANA115","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","1.691","2.045","1.417","1.098","2.498","0.983","0.347","0.069","0.081","0.068","0.065"
"SPD111","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","3.558","4.055","0.558","1.234","1.773","1.339","0.415","0.062","0.038","0.075","0.035"
"CHA267","1989.0","01/03/1989 09:00:00","01/02/1990 08:00:00","","","","","","","","","","",""
"ALC188","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","1.558","3.335","0.751","1.217","1.948","0.684","0.295","0.581","0.101","0.115","0.22"
"CTH110","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","6.341","3.683","0.777","2.05","2.794","1.358","0.185","0.08","0.031","0.046",""
"UVL124","2022.0","01/04/2022 09:00:00","01/03/2023 08:00:00","","","","","","","","","","",""
"CND125","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","1.619","2.704","0.567","0.882","1.435","0.965","0.127","0.185","0.037","0.091","0.074"
"DEN417","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.289","0.278","0.051","0.056","0.106","0.089","0.022","0.045","0.009","0.014","0.049"
"GLR468","1994.0","01/04/1994 09:00:00","01/03/1995 08:00:00","0.631","0.605","0.18","0.289","0.465","0.222","","","","",""
"BVL130","1989.0","01/03/1989 09:00:00","01/02/1990 08:00:00","10.012","6.608","3.1","2.626","5.71","2.771","0.591","0.112","0.11","",""
"NCS415","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","0.163","0.553","0.108","0.222","0.326","0.162","0.023","0.079","0.014","0.039","0.037"
"BBE401","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.363","1.302","0.47","0.487","0.949","0.388","0.738","0.15","0.049","0.068","0.038"
"WST109","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","1.442","2.099","0.196","0.659","0.844","0.675","0.072","0.095","0.016","0.039",""
"PNF126","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.231","0.828","0.296","0.438","0.726","0.317","0.128","0.073","0.026","0.057","0.041"
"CAN407","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","0.493","0.638","0.296","0.963","1.244","0.239","0.235","0.064","0.029","0.054",""
"STK138","2022.0","01/04/2022 09:00:00","01/03/2023 08:00:00","","","","","","","","","","",""
"HOX148","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","2.782","2.852","0.796","1.278","2.054","1.092","0.187","0.047","0.046","0.05","0.035"
"BEL116","1995.0","01/03/1995 09:00:00","01/02/1996 08:00:00","","","","","","","","","","",""
"CVL151","1994.0","01/04/1994 09:00:00","01/03/1995 08:00:00","3.631","4.759","0.547","1.795","2.314","1.457","","","","",""
"PRK134","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.579","0.976","1.035","0.423","1.452","0.557","0.297","0.055","0.052","0.055","0.071"
"BEL116","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","10.19","4.861","1.051","2.203","3.219","1.675","0.283","0.216","0.056","0.072","0.098"
"POF425","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","","","","","","","","","","",""
"HOX148","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","1.952","2.27","0.87","0.966","1.821","0.912","0.211","0.053","0.053","0.049","0.042"
"LRL117","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","11.605","5.274","0.427","1.622","2.023","1.682","0.165","0.07","0.025","0.053","0.036"
"PSU106","1991.0","01/01/1991 09:00:00","12/31/1991 08:00:00","14.937","6.771","1.122","2.708","3.787","2.421","","","","",""
"GAS153","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","5.29","5.157","0.417","2.445","2.737","1.552","","","","",""
"MAC426","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.752","1.371","0.775","0.845","1.607","0.584","0.259","0.095","0.038","0.072","0.049"
"LYE145","1996.0","01/02/1996 09:00:00","12/31/1996 08:00:00","","","","","","","","","","",""
"ESP127","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.481","1.222","0.449","0.622","1.061","0.436","0.188","0.107","0.032","0.072","0.055"
"CTH110","1989.0","01/03/1989 09:00:00","01/02/1990 08:00:00","13.245","5.49","0.749","2.906","3.609","1.761","0.235","0.125","0.051","0.192",""
"LRL117","1993.0","12/29/1992 09:00:00","01/04/1994 08:00:00","18.632","6.523","0.328","2.386","2.676","1.612","","","","",""
"SAL133","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","2.432","2.715","1.98","1.33","3.289","1.401","0.337","0.09","0.081","0.075","0.082"
"SND152","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","","","","","","","","","","",""
"ANA115","1991.0","01/01/1991 09:00:00","12/31/1991 08:00:00","7.174","4.644","2.088","1.917","3.974","1.946","","","","",""
"PED108","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","5.249","4.743","0.366","1.688","2.028","1.58","0.103","0.148","0.032","0.063","0.039"
"CAT175","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.586","0.835","0.469","0.697","1.154","0.367","0.113","0.074","0.022","0.033","0.048"
"BBE401","1996.0","01/02/1996 09:00:00","12/31/1996 08:00:00","0.796","1.992","0.541","0.675","1.205","0.584","","","","",""
"NCS415","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","0.223","0.666","0.142","0.296","0.433","0.217","0.031","0.091","0.015","0.035",""
"MCK131","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","6.959","4.402","0.938","2.346","3.247","1.611","0.245","0.074","0.037","0.071",""
"NIC001","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.469","1.079","0.348","0.378","0.719","0.403","0.096","0.066","0.019","0.045","0.036"
"PED108","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","","","","","","","","","","",""
"NPT006","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.204","0.27","0.127","0.245","0.368","0.11","0.052","0.034","0.012","0.071","0.024"
"THR422","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.606","0.701","0.438","0.428","0.859","0.276","0.306","0.045","0.041","0.034","0.021"
"ALC188","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","2.021","3.857","0.613","1.448","2.038","0.924","0.286","0.424","0.075","0.11","0.109"
"SAN189","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.316","0.847","1.073","0.516","1.581","0.467","0.517","0.047","0.073","0.073","0.031"
"DCP114","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.584","1.269","1.377","0.813","2.177","0.769","0.228","0.075","0.05","0.065","0.067"
"BUF603","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.249","0.479","0.222","0.404","0.62","0.209","0.115","0.019","0.018","0.022","0.015"
"SPD111","1996.0","01/02/1996 09:00:00","12/31/1996 08:00:00","","","","","","","","","","",""
"ESP127","1991.0","01/01/1991 09:00:00","12/31/1991 08:00:00","6.357","6.047","0.494","1.776","2.242","1.834","","","","",""
"PSU106","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","8.645","4.075","1.034","1.512","2.522","1.584","0.262","0.075","0.042","0.057","0.068"
"YOS404","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.305","0.54","0.3","0.485","0.777","0.212","0.107","0.094","0.029","0.048","0.025"
"CON186","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","0.402","1.103","1.607","2.396","3.965","0.572","0.226","0.189","0.046","0.048","0.03"
"SAL133","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","4.153","3.5","2.072","1.627","3.673","1.598","0.354","0.065","0.083","0.075","0.064"
"CKT136","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","1.428","2.267","0.408","0.998","1.389","0.789","0.173","0.075","0.029","0.056","0.036"
"BAS601","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.527","0.513","0.341","0.349","0.684","0.239","0.183","0.045","0.026","0.052","0.018"
"ACA416","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","1.045","1.538","0.363","0.537","0.891","0.378","0.053","0.377","0.049","0.044","0.26"
"STK138","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","4.242","3.205","3.218","1.462","4.657","1.722","","","","",""
"CDR119","1991.0","01/01/1991 09:00:00","12/31/1991 08:00:00","10.115","6.631","0.268","1.508","1.752","1.753","","","","",""
"WST109","1992.0","12/31/1991 09:00:00","12/29/1992 08:00:00","1.794","2.733","0.186","0.725","0.9","0.68","","","","",""
"BEL116","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","1.501","2.293","0.798","1.34","2.117","0.861","0.197","0.16","0.044","0.065","0.08"
"PSU106","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","9.83","4.907","1.449","1.77","3.191","2.025","0.28","0.109","0.041","0.06","0.078"
"PRK134","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.3","0.698","1.006","0.406","1.406","0.447","0.357","0.058","0.062","0.062","0.06"
"CDR119","2022.0","01/04/2022 09:00:00","01/03/2023 08:00:00","","","","","","","","","","",""
"WNC429","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.285","0.502","0.323","0.439","0.755","0.218","0.314","0.023","0.03","0.039","0.016"
"STK138","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","3.874","3.256","3.466","1.39","4.834","1.874","0.606","0.078","0.17","0.078",""
"MOR409","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","0.222","0.651","0.147","0.258","0.4","0.186","0.027","0.113","0.018","0.047","0.073"
"PND165","1990.0","01/02/1990 09:00:00","01/01/1991 08:00:00","0.401","0.563","0.127","0.333","0.455","0.214","","","","",""
"IRL141","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.561","1.75","1.163","0.222","1.381","0.252","0.326","3.031","0.394","0.182","5.261"
"CKT136","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","2.875","3.083","0.468","1.279","1.726","1.03","0.199","0.092","0.034","0.068","0.054"
"KNZ184","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.592","1.546","1.558","0.629","2.177","0.599","1.563","0.105","0.056","0.085","0.06"
"MCK131","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","6.058","4.476","0.959","1.882","2.811","1.645","0.253","0.084","0.041","0.072","0.037"
"STK138","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.736","1.144","1.822","0.73","2.54","0.776","0.579","0.058","0.151","0.07","0.07"
"CAN407","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","0.542","0.78","0.31","1.061","1.354","0.28","0.22","0.071","0.029","0.043",""
"WNC429","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","0.599","0.903","0.326","0.828","1.141","0.352","0.225","0.024","0.026","0.038","0.018"
"HOX148","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.828","1.405","0.7","0.528","1.22","0.636","0.176","0.041","0.039","0.047","0.039"
"BBE401","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","0.797","1.731","0.619","0.673","1.282","0.588","0.898","0.184","0.061","0.091","0.053"
"CAT175","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","4.817","3.183","0.468","2.279","2.711","1.062","0.143","0.087","0.027","0.035",""
"EVE419","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","","","","","","","","","","",""
"ASH135","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.243","0.493","0.188","0.19","0.375","0.174","0.074","0.091","0.021","0.06","0.084"
"ARE228","1990.0","01/02/1990 09:00:00","01/01/1991 08:00:00","","","","","","","","","","",""
"CDZ171","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","1.143","1.553","0.683","0.984","1.652","0.591","0.283","0.097","0.037","0.072","0.042"
"LYE145","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","2.994","2.782","0.294","1.412","1.683","0.915","0.11","0.064","0.023","0.036","0.032"
"NEC602","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.271","0.534","0.241","0.483","0.716","0.198","0.462","0.05","0.032","0.047","0.019"
"DCP114","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","1.018","1.477","1.135","1.04","2.159","0.749","0.252","0.074","0.052","0.063","0.06"
"GRC474","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","0.331","0.749","0.334","0.746","1.069","0.252","0.206","0.089","0.036","0.036","0.03"
"ROM406","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.256","0.401","0.195","0.349","0.538","0.181","0.096","0.027","0.014","0.022","0.015"
"DEV412","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","0.333","0.866","0.31","1.011","1.305","0.291","0.251","0.156","0.048","0.055","0.048"
"MCK231","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","1.848","2.54","0.953","1.267","2.2","1.043","0.306","0.092","0.046","0.075","0.047"
"HOX148","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","2.304","2.327","0.93","1.124","2.036","0.94","0.197","0.049","0.05","0.048",""
"ROM406","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.124","0.308","0.216","0.28","0.492","0.154","0.115","0.03","0.016","0.031","0.018"
"UVL124","1994.0","01/04/1994 09:00:00","01/03/1995 08:00:00","5.295","3.465","2.143","1.745","3.861","1.508","","","","",""
"PAL190","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.858","1.369","0.986","0.696","1.67","0.562","0.73","0.1","0.057","0.081","0.029"
"WNC429","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","0.368","0.662","0.242","0.518","0.752","0.267","0.204","0.027","0.021","0.028","0.015"
"MKG113","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","1.952","1.802","0.843","0.887","1.717","0.723","0.248","0.125","0.036","0.066","0.088"
"PED108","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.397","1.009","0.369","0.527","0.887","0.385","0.081","0.13","0.026","0.065","0.066"
"GTH161","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.094","0.28","0.095","0.155","0.247","0.107","0.076","0.021","0.015","0.019","0.013"
"SUM156","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","1.566","3.879","0.421","1.091","1.5","0.893","","","","",""
"ABT147","1998.0","12/30/1997 09:00:00","12/29/1998 08:00:00","4.699","3.229","0.819","1.976","2.815","1.132","","","","",""
"QAK172","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","16.08","5.428","1.23","2.991","4.173","1.766","0.417","0.091","0.074","0.067",""
"LYK123","1992.0","12/31/1991 09:00:00","12/29/1992 08:00:00","10.087","5.248","2.543","2.323","4.829","2.31","","","","",""
"PET427","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.185","0.469","0.272","0.599","0.862","0.167","0.263","0.084","0.032","0.044","0.04"
"GRB411","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","0.188","0.54","0.19","0.459","0.642","0.189","0.211","0.065","0.021","0.024",""
