"SITE_ID","YEAR","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"BBE401","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","0.59","1.796","0.443","0.537","0.972","0.539","0.509","0.152","0.044","0.062","0.028"
"WST109","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.451","0.954","0.219","0.259","0.474","0.347","0.05","0.105","0.015","0.042","0.076"
"BWR139","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.78","0.928","0.701","0.587","1.279","0.338","0.112","0.364","0.058","0.06","0.306"
"COW137","1995.0","01/03/1995 09:00:00","01/02/1996 08:00:00","1.413","3.876","0.149","0.89","1.024","1.14","","","","",""
"QAK172","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","1.024","1.31","1.002","0.775","1.764","0.63","0.29","0.075","0.061","0.06","0.083"
"BFT142","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.841","1.866","0.849","0.455","1.296","0.452","0.155","0.855","0.113","0.078","0.759"
"CAT175","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.273","0.623","0.45","0.542","0.983","0.307","0.095","0.072","0.022","0.032","0.061"
"UVL124","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","4.579","3.36","2.607","1.556","4.138","1.749","0.409","0.095","0.074","0.063",""
"ROM206","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","0.236","0.476","0.226","0.351","0.572","0.199","0.109","0.024","0.015","0.027","0.015"
"CAN407","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","0.291","0.592","0.309","0.693","0.992","0.224","0.238","0.065","0.031","0.058","0.028"
"PED108","1988.0","12/29/1987 09:00:00","01/03/1989 08:00:00","","","","","","","","","","",""
"ACA416","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.293","0.545","0.328","0.236","0.56","0.151","0.052","0.292","0.039","0.042","0.27"
"WSP144","1988.0","12/29/1987 09:00:00","01/03/1989 08:00:00","","","","","","","","","","",""
"YOS404","1997.0","12/31/1996 09:00:00","12/30/1997 08:00:00","0.396","0.66","0.418","0.893","1.297","0.249","","","","",""
"ASH135","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.373","0.782","0.205","0.218","0.419","0.276","0.073","0.102","0.022","0.052","0.085"
"ESP127","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.884","2.035","0.386","0.771","1.144","0.73","0.151","0.096","0.027","0.067","0.044"
"DEN417","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.323","0.191","0.044","0.052","0.095","0.064","0.025","0.028","0.008","0.012","0.035"
"SPD111","1989.0","01/03/1989 09:00:00","01/02/1990 08:00:00","","","","","","","","","","",""
"PRK134","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","1.388","2.187","2.032","0.74","2.76","1.256","0.279","0.065","0.051","0.056",""
"MCK131","1990.0","01/02/1990 09:00:00","01/01/1991 08:00:00","","","","","","","","","","",""
"CND125","1998.0","12/30/1997 09:00:00","12/29/1998 08:00:00","4.912","5.434","0.694","2.191","2.852","1.825","","","","",""
"EVE419","2022.0","01/04/2022 09:00:00","01/03/2023 08:00:00","","","","","","","","","","",""
"SEK430","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.908","1.098","1.145","1.306","2.43","0.575","0.27","0.192","0.061","0.137","0.043"
"QAK172","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","3.552","2.629","1.001","1.107","2.09","1.006","0.39","0.093","0.074","0.061","0.051"
"BEL116","1997.0","12/31/1996 09:00:00","12/30/1997 08:00:00","10.54","5.19","0.969","2.392","3.322","1.857","","","","",""
"BBE401","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","0.788","2.245","0.605","0.745","1.338","0.691","0.563","0.177","0.043","0.056",""
"VOY413","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","0.733","1.169","0.6","0.39","0.983","0.487","0.117","0.067","0.032","0.038","0.035"
"SND152","1994.0","01/04/1994 09:00:00","01/03/1995 08:00:00","6.793","5.369","1.49","1.912","3.372","2.282","","","","",""
"ACA416","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","1.694","1.967","0.448","0.811","1.246","0.474","0.056","0.377","0.048","0.044","0.209"
"MCK231","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.714","1.384","0.858","0.871","1.714","0.614","0.274","0.092","0.042","0.076","0.051"
"SHN418","1988.0","12/29/1987 09:00:00","01/03/1989 08:00:00","","","","","","","","","","",""
"POF425","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","0.301","0.369","0.069","0.108","0.176","0.094","","","","",""
"BBE401","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","","","","","","","","","","",""
"WST109","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.538","0.816","0.211","0.271","0.478","0.3","0.053","0.095","0.016","0.045","0.078"
"PAR207","1989.0","01/03/1989 09:00:00","01/02/1990 08:00:00","","","","1.951","","","","","","",""
"WST109","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.202","0.514","0.176","0.222","0.395","0.196","0.054","0.092","0.016","0.039","0.081"
"SUM156","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.44","1.517","0.409","0.418","0.82","0.305","0.107","0.494","0.071","0.228","0.328"
"CAN407","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.16","0.374","0.224","0.506","0.722","0.138","0.267","0.061","0.033","0.048","0.033"
"MKG113","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","8.28","3.858","0.798","1.625","2.397","1.329","0.262","0.099","0.037","0.07","0.06"
"UMA009","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.144","0.284","0.244","0.226","0.467","0.158","0.079","0.061","0.019","0.051","0.043"
"CVL151","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","1.253","2.466","0.52","0.916","1.422","0.812","0.239","0.168","0.047","0.097","0.042"
"KNZ184","2022.0","01/04/2022 09:00:00","01/03/2023 08:00:00","","","","","","","","","","",""
"ROM206","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","0.453","0.626","0.343","0.615","0.948","0.28","0.144","0.031","0.018","0.029",""
"WNC429","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.352","0.608","0.254","0.588","0.832","0.245","0.293","0.029","0.031","0.036","0.017"
"MCK131","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","7.34","5.565","1.071","2.224","3.259","2.099","0.298","0.066","0.04","0.069","0.036"
"CND125","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.812","1.784","0.493","0.766","1.247","0.665","0.107","0.153","0.034","0.079","0.06"
"VPI120","1987.0","01/01/1987 00:00:00","12/29/1987 08:00:00","","","","","","","","","","",""
"MEV405","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","","","","","","","","","","",""
"IRL141","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.609","1.802","1.246","0.208","1.466","0.302","0.309","2.795","0.361","0.161","4.925"
"SAL133","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","1.485","1.717","1.912","0.999","2.895","1.017","0.328","0.104","0.073","0.071","0.097"
"GLR468","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","0.16","0.515","0.158","0.241","0.396","0.194","0.108","0.036","0.023","0.05","0.02"
"WST109","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","1.179","1.897","0.176","0.459","0.627","0.599","0.049","0.093","0.014","0.046","0.069"
"BEL116","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.477","1.015","0.723","0.824","1.534","0.418","0.218","0.152","0.046","0.074","0.1"
"CAD150","1995.0","01/03/1995 09:00:00","01/02/1996 08:00:00","","","","","","","","","","",""
"UVL124","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","1.952","1.922","1.454","0.908","2.348","0.973","0.345","0.064","0.065","0.078","0.061"
"GRS420","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","3.923","3.993","0.332","2.048","2.347","1.104","0.147","0.126","0.035","0.056","0.023"
"PSU106","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","3.561","2.842","1.187","1.132","2.301","1.288","0.227","0.095","0.038","0.068","0.073"
"SPD111","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.289","0.984","0.376","0.537","0.905","0.356","0.28","0.062","0.047","0.071","0.038"
"ALH157","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","2.746","2.58","2.179","1.036","3.199","1.33","0.563","0.092","0.067","0.118","0.073"
"ABT147","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.897","1.274","0.833","0.703","1.525","0.49","0.091","0.348","0.045","0.06","0.248"
"JOT403","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","0.365","0.93","0.811","1.621","2.406","0.353","0.238","0.214","0.051","0.068","0.053"
"WST109","1989.0","01/03/1989 09:00:00","01/02/1990 08:00:00","3.003","3.323","0.281","0.952","1.251","0.956","","","","",""
"CNT169","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","0.338","0.511","0.137","0.416","0.547","0.196","0.086","0.02","0.013","0.019",""
"ANA115","1989.0","01/03/1989 09:00:00","01/02/1990 08:00:00","8.894","5.699","2.141","2.366","4.492","2.373","","","","",""
"CAN407","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","0.449","0.701","0.3","0.998","1.283","0.251","0.166","0.054","0.024","0.048","0.026"
"PET427","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","1.181","0.924","0.375","1.012","1.371","0.33","0.265","0.092","0.039","0.044","0.035"
"MCK131","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","4.003","3.064","1.183","1.492","2.652","1.323","0.272","0.083","0.04","0.083","0.042"
"QAK172","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","1.447","1.538","0.821","1.031","1.836","0.645","0.319","0.071","0.06","0.057","0.048"
"IRL141","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","1.781","3.784","2.106","0.61","2.706","0.71","0.365","2.808","0.391","0.188","4.202"
"KEF112","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","","","","","","","","","","",""
"HOW132","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","1.472","1.778","0.297","0.627","0.914","0.543","","","","",""
"WST109","1988.0","12/29/1987 09:00:00","01/03/1989 08:00:00","","","","","","","","","","",""
"BEL116","1990.0","01/02/1990 09:00:00","01/01/1991 08:00:00","12.201","6.427","0.93","2.787","3.672","2.239","","","","",""
"ALH157","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","4.976","3.831","2.493","1.731","4.196","1.786","0.552","0.089","0.07","0.083",""
"MAC426","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","5.89","4.713","1.076","2.074","3.117","1.746","0.252","0.072","0.039","0.078",""
"HVT424","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","40.755","2.447","0.101","0.118","0.217","0.135","0.04","0.495","0.064","0.038",""
"RED004","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.183","0.612","0.713","0.236","0.945","0.325","0.261","0.048","0.06","0.05","0.047"
"PED108","2022.0","01/04/2022 09:00:00","01/03/2023 08:00:00","","","","","","","","","","",""
"LYK123","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","5.885","3.834","2.374","1.86","4.205","1.772","0.465","0.106","0.091","0.075","0.106"
"UVL124","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","3.333","2.368","1.539","1.228","2.747","1.099","0.316","0.088","0.061","0.067","0.064"
"PIN414","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.287","0.827","0.788","0.648","1.426","0.204","0.154","0.549","0.087","0.069","0.486"
"SPD111","1993.0","12/29/1992 09:00:00","01/04/1994 08:00:00","7.496","5.934","0.732","1.647","2.334","1.978","","","","",""
"HOW132","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","0.9","1.614","0.207","0.484","0.683","0.463","0.044","0.121","0.021","0.038","0.047"
"CAT175","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.96","1.285","0.542","0.746","1.276","0.544","0.111","0.098","0.023","0.035","0.055"
"VII423","1998.0","12/30/1997 09:00:00","12/29/1998 08:00:00","","","","","","","","","","",""
"BUF603","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","","","","","","","","","","",""
"KNZ184","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","0.771","1.891","1.821","0.87","2.678","0.796","1.484","0.123","0.058","0.095","0.059"
"GAS153","1989.0","01/03/1989 09:00:00","01/02/1990 08:00:00","8.89","5.707","0.474","2.148","2.588","1.778","","","","",""
"ROM206","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.181","0.497","0.191","0.351","0.537","0.202","0.102","0.027","0.015","0.023","0.014"
"CTH110","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","7.136","3.532","0.721","2.264","2.949","1.218","","","","",""
"DUK008","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","","","","","","","","","","",""
"OXF122","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.835","1.153","1.105","0.871","1.962","0.604","0.288","0.062","0.055","0.072","0.051"
"ARE128","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","8.462","4.2","1.056","2.099","3.121","1.598","0.248","0.081","0.039","0.061","0.038"
"CTH110","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","3.865","2.746","0.631","1.314","1.924","0.997","0.17","0.101","0.032","0.053","0.039"
"SND152","2022.0","01/04/2022 09:00:00","01/03/2023 08:00:00","","","","","","","","","","",""
"JOT403","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","0.534","1.164","1.232","2.36","3.554","0.457","0.381","0.241","0.064","0.067",""
"CVL151","1991.0","01/01/1991 09:00:00","12/31/1991 08:00:00","3.33","4.38","0.676","1.39","2.044","1.517","","","","",""
"LAV410","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.179","0.393","0.143","0.247","0.387","0.146","0.068","0.067","0.016","0.029","0.025"
"WFM105","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.407","0.726","0.259","0.475","0.727","0.275","0.106","0.05","0.018","0.025","0.031"
"VII423","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","0.421","1.67","0.644","0.052","0.696","0.158","0.334","2.907","0.402","0.173",""
"ACA416","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.49","0.953","0.32","0.337","0.652","0.264","0.056","0.321","0.042","0.055","0.28"
"ANA115","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.654","1.099","1.39","0.717","2.095","0.654","0.295","0.072","0.068","0.092","0.075"
"PRK134","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.471","0.717","0.987","0.361","1.343","0.466","0.276","0.05","0.049","0.054","0.067"
"LRL117","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.671","1.225","0.552","0.565","1.108","0.509","0.162","0.06","0.023","0.05","0.038"
"GRS420","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.509","1.156","0.391","0.834","1.211","0.386","0.183","0.101","0.035","0.054","0.027"
"ASH135","1995.0","01/03/1995 09:00:00","01/02/1996 08:00:00","","","","","","","","","","",""
"SHN418","2022.0","01/04/2022 09:00:00","01/03/2023 08:00:00","","","","","","","","","","",""
"CHE185","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","1.732","2.85","1.262","1.241","2.484","1.061","0.452","0.171","0.054","0.091","0.056"
"LCW121","1990.0","01/02/1990 09:00:00","01/01/1991 08:00:00","3.013","5.52","0.41","0.789","1.187","1.273","","","","",""
"SPD111","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.56","1.252","0.438","0.659","1.087","0.431","0.424","0.072","0.047","0.069","0.044"
"CKT136","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","3.377","3.186","0.441","1.283","1.704","1.065","0.213","0.086","0.033","0.075","0.033"
"BFT142","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.368","1.03","0.685","0.27","0.951","0.232","0.138","1.015","0.131","0.125","1.369"
"GRB411","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.214","0.365","0.164","0.255","0.415","0.134","0.273","0.07","0.028","0.027","0.051"
"GAS153","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.276","0.912","0.387","0.552","0.93","0.291","0.13","0.212","0.044","0.082","0.133"
"WSP144","1996.0","01/02/1996 09:00:00","12/31/1996 08:00:00","","","","","","","","","","",""
"EVE419","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","1.056","2.629","1.37","0.407","1.771","0.447","0.469","1.56","0.21","0.138",""
"CAT175","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","1.165","1.706","0.36","0.899","1.245","0.631","0.124","0.068","0.025","0.054","0.042"
"VOY413","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","0.788","1.344","0.546","0.535","1.072","0.541","0.149","0.054","0.032","0.04",""
"CKT136","1998.0","12/30/1997 09:00:00","12/29/1998 08:00:00","8.887","5.317","0.44","2.809","3.204","1.485","","","","",""
"ABT147","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.294","0.696","0.616","0.584","1.19","0.261","0.089","0.3","0.045","0.06","0.272"
"PRK134","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.567","1.204","1.205","0.397","1.595","0.729","0.195","0.056","0.04","0.078","0.071"
"YOS404","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","0.4","0.75","0.337","0.684","1.01","0.295","0.118","0.102","0.03","0.053","0.027"
"EGB181","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","","","","","","","","","","",""
"GAS153","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","4.919","4.177","0.556","1.964","2.488","1.299","0.156","0.248","0.049","0.083",""
"GLR468","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","0.19","0.447","0.191","0.194","0.382","0.183","0.095","0.026","0.02","0.049","0.016"
"CHE185","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","1.205","2.335","1.357","0.841","2.185","0.974","0.407","0.162","0.049","0.099","0.049"
"SPD111","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","4.4","4.737","0.711","1.699","2.382","1.6","0.461","0.092","0.038","0.083",""
"CAN407","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.255","0.398","0.157","0.503","0.652","0.148","0.224","0.044","0.028","0.038","0.028"
"CDR119","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","5.655","4.744","0.257","1.362","1.598","1.386","0.145","0.046","0.025","0.076",""
"WFM007","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","","","","","","","","","","",""
"BBE401","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","0.625","1.716","0.453","0.541","0.985","0.522","0.495","0.162","0.043","0.067","0.029"
"ESP127","1994.0","01/04/1994 09:00:00","01/03/1995 08:00:00","5.648","5.464","0.334","1.969","2.271","1.491","","","","",""
"UVL124","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","1.004","1.054","1.368","0.772","2.127","0.656","0.311","0.061","0.056","0.055","0.062"
"WSP144","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.561","1.073","1.028","0.879","1.893","0.499","0.147","0.281","0.049","0.072","0.219"
"BWR139","2022.0","01/04/2022 09:00:00","01/03/2023 08:00:00","","","","","","","","","","",""
"BFT142","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.71","1.53","0.82","0.431","1.244","0.367","0.153","0.984","0.13","0.087","1.209"
"MOR409","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","0.997","0.853","0.174","0.395","0.562","0.286","","","","",""
"WSP144","1990.0","01/02/1990 09:00:00","01/01/1991 08:00:00","12.571","5.988","1.273","3.302","4.523","2.068","","","","",""
"PSU106","1994.0","01/04/1994 09:00:00","01/03/1995 08:00:00","15.371","6.023","1.155","2.544","3.659","2.27","","","","",""
"PSU106","1995.0","01/03/1995 09:00:00","01/02/1996 08:00:00","11.744","5.236","1.599","2.472","4.032","2.143","","","","",""
"CVL151","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.653","1.36","0.457","0.622","1.069","0.452","0.198","0.179","0.04","0.075","0.078"
"LYE145","1995.0","01/03/1995 09:00:00","01/02/1996 08:00:00","","","","","","","","","","",""
"GRC474","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.246","0.452","0.193","0.432","0.618","0.164","0.157","0.063","0.024","0.028","0.03"
"CAD150","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","1.243","3.015","0.337","1.134","1.453","0.817","0.202","0.201","0.047","0.091","0.054"
"GTH161","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","0.159","0.464","0.124","0.243","0.363","0.174","0.082","0.021","0.012","0.017","0.013"
"PAR107","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.447","1.179","0.4","0.445","0.838","0.396","0.359","0.049","0.036","0.092","0.039"
"GRB411","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","0.16","0.623","0.196","0.305","0.497","0.203","0.402","0.158","0.051","0.045","0.154"
"OXF122","1989.0","01/03/1989 09:00:00","01/02/1990 08:00:00","17.481","7.875","2.312","3.118","5.38","2.999","0.381","0.116","0.092","0.178",""
"ARE128","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.513","0.958","0.92","0.858","1.764","0.508","0.196","0.116","0.037","0.059","0.096"
"LYK123","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","7.504","4.457","3.246","2.218","5.428","2.115","0.603","0.142","0.112","0.081",""
"ASH135","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","1.062","1.575","0.301","0.372","0.667","0.437","","","","",""
"IRL141","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.946","1.974","1.352","0.32","1.667","0.404","0.289","2.332","0.3","0.149","3.573"
"KVA428","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","","","","","","","","","","",""
"PAR107","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","5.937","5.084","0.466","1.195","1.642","1.464","0.424","0.058","0.038","0.095","0.038"
"WSP144","1998.0","12/30/1997 09:00:00","12/29/1998 08:00:00","8.581","4.617","1.104","2.829","3.889","1.588","","","","",""
"WNC429","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.314","0.651","0.239","0.56","0.79","0.25","0.21","0.022","0.021","0.027","0.015"
"MEV405","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","0.335","0.596","0.24","0.745","0.973","0.212","0.279","0.047","0.028","0.04","0.018"
"DCP114","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","1.602","1.932","1.278","1.072","2.332","0.925","0.265","0.113","0.061","0.077","0.082"
"PNF126","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","3.196","4.53","0.339","1.828","2.139","1.213","","","","",""
"BEL116","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","6.671","4.442","0.7","2.082","2.75","1.499","0.248","0.192","0.056","0.066","0.07"
"PND165","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","0.344","0.501","0.162","0.405","0.561","0.198","0.122","0.032","0.017","0.025",""
"CDZ171","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.931","1.476","0.726","0.854","1.567","0.57","0.309","0.114","0.043","0.078","0.058"
"CNT169","1990.0","01/02/1990 09:00:00","01/01/1991 08:00:00","0.471","0.627","0.12","0.372","0.488","0.238","","","","",""
"DIN431","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.292","0.514","1.007","0.382","1.383","0.416","0.354","0.058","0.051","0.054","0.031"
"KNZ184","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","1.596","2.206","2.07","0.943","2.999","0.901","1.134","0.095","0.05","0.069","0.045"
"CHA467","1989.0","01/03/1989 09:00:00","01/02/1990 08:00:00","","","","","","","","","","",""
"GRB411","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.123","0.333","0.13","0.251","0.377","0.125","0.221","0.045","0.024","0.021","0.026"
"ESP127","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","4.396","5.114","0.436","2.076","2.479","1.69","0.204","0.121","0.032","0.082",""
"UND002","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.229","0.622","0.349","0.349","0.692","0.261","0.129","0.077","0.024","0.047","0.062"
"LYE145","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","","","","","","","","","","",""
"THR422","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","1.027","1.254","0.555","0.677","1.221","0.494","0.208","0.078","0.036","0.04",""
"CND125","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","3.751","4.175","0.705","1.481","2.162","1.431","0.133","0.257","0.052","0.079","0.072"
"CKT136","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.519","1.143","0.393","0.763","1.144","0.457","0.186","0.062","0.032","0.064","0.036"
"SAN189","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","0.678","1.568","1.512","0.592","2.094","0.79","0.481","0.044","0.069","0.068","0.032"
"WST109","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","1.151","1.666","0.176","0.527","0.695","0.555","0.043","0.076","0.011","0.038",""
"WFM105","1987.0","01/01/1987 00:00:00","12/29/1987 08:00:00","3.746","3.104","0.293","1.365","1.636","","","","","",""
"BFT142","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","","","","","","","","","","",""
"CAD150","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.569","1.409","0.371","0.593","0.955","0.429","0.177","0.159","0.036","0.086","0.059"
"EGB181","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","1.074","1.01","1.241","0.614","1.846","0.557","0.44","0.101","0.059","0.045","0.117"
"SPD111","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.485","1.168","0.494","0.596","1.081","0.424","0.333","0.074","0.043","0.068","0.041"
"CVL151","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","2.876","4.284","0.662","1.929","2.561","1.32","","","","",""
"LAV410","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.268","0.284","0.131","0.221","0.348","0.109","0.049","0.062","0.014","0.024","0.026"
"SUM156","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","1.419","3.004","0.497","0.766","1.25","0.648","0.169","0.564","0.085","0.078","0.263"
"VII423","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","0.388","1.715","0.694","0.069","0.761","0.18","0.341","3.254","0.43","0.179",""
"MCK231","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","6.923","5.196","1.573","2.446","3.981","2.08","0.308","0.142","0.047","0.074",""
"PIN414","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.27","0.731","0.68","0.431","1.104","0.14","0.175","0.663","0.1","0.078","0.699"
"SHN418","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.629","1.095","0.494","0.698","1.181","0.449","0.138","0.063","0.024","0.038","0.037"
