"SITE_ID","YEAR","SEASON","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"DEN417","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","1.197","0.337","0.059","0.084","0.141","0.065","0.018","0.056","0.011","0.009","0.05"
"GAS153","2003.0","WI","12/03/2002 09:00:00","03/04/2003 08:00:00","9.754","2.715","0.657","2.076","2.7","1.002","0.126","0.117","0.024","0.062",""
"CKT136","2001.0","WI","11/28/2000 09:00:00","02/27/2001 08:00:00","14.174","3.237","0.919","3.307","4.173","1.212","0.167","0.093","0.021","0.047",""
"MCK231","2013.0","WI","12/04/2012 09:00:00","02/26/2013 08:00:00","2.884","2.173","2.112","0.985","3.081","1.302","0.209","0.091","0.027","0.057","0.054"
"CVL151","2017.0","SU","05/30/2017 09:00:00","08/29/2017 08:00:00","0.272","1.399","0.292","0.447","0.732","0.434","0.156","0.16","0.041","0.088","0.042"
"BUF603","2015.0","SU","06/02/2015 09:00:00","09/01/2015 08:00:00","0.332","0.586","0.134","0.735","0.857","0.252","0.168","0.022","0.023","0.051","0.013"
"SUM156","1991.0","SU","06/04/1991 09:00:00","09/03/1991 08:00:00","0.947","3.822","0.293","0.753","1.033","0.71","","","","",""
"PED108","2001.0","SU","05/29/2001 09:00:00","09/04/2001 08:00:00","","","","","","","","","","",""
"CKT136","2022.0","WI","11/30/2021 09:00:00","03/01/2022 08:00:00","0.664","0.985","0.912","0.719","1.619","0.488","0.222","0.094","0.027","0.046","0.055"
"MEV405","2005.0","SU","05/31/2005 09:00:00","08/30/2005 08:00:00","0.541","0.974","0.188","1.108","1.278","0.355","0.194","0.05","0.024","0.061","0.017"
"UVL124","2020.0","SU","06/02/2020 09:00:00","09/01/2020 08:00:00","0.539","0.893","0.371","0.928","1.284","0.369","0.425","0.023","0.081","0.075","0.033"
"EVE419","2014.0","SU","06/03/2014 09:00:00","09/02/2014 08:00:00","0.434","1.681","0.848","0.261","1.105","0.205","0.357","0.927","0.146","0.123","1.056"
"LRL117","2006.0","SU","05/30/2006 09:00:00","08/29/2006 08:00:00","7.681","8.453","0.069","1.248","1.297","2.208","0.173","0.028","0.028","0.071","0.031"
"PSU106","2005.0","WI","11/30/2004 09:00:00","03/01/2005 08:00:00","14.223","3.003","2.923","1.348","4.249","1.772","0.195","0.187","0.026","0.07","0.174"
"MEV405","2017.0","WI","11/29/2016 09:00:00","02/28/2017 08:00:00","0.302","0.224","0.143","0.4","0.537","0.087","0.057","0.02","0.007","0.011","0.014"
"HWF187","2005.0","SU","05/31/2005 09:00:00","08/30/2005 08:00:00","0.605","3.847","0.058","0.512","0.562","1.148","0.075","0.015","0.016","0.053","0.032"
"BEL116","2001.0","SU","05/29/2001 09:00:00","09/04/2001 08:00:00","6.65","8.308","0.214","3.161","3.325","2.664","0.209","0.152","0.049","0.087",""
"GAS153","2009.0","SU","06/02/2009 09:00:00","09/01/2009 08:00:00","1.718","3.648","0.189","1.013","1.185","1.109","0.215","0.133","0.04","0.178","0.039"
"PRK134","2001.0","WI","11/28/2000 09:00:00","02/27/2001 08:00:00","2.663","1.821","3.375","0.643","4.008","1.538","0.094","0.104","0.022","0.047",""
"WPB104","1991.0","WI","12/04/1990 09:00:00","02/26/1991 08:00:00","18.332","3.505","0.687","2.269","2.919","1.185","","","","",""
"BVL130","1997.0","WI","12/03/1996 09:00:00","03/04/1997 08:00:00","10.011","3.481","3.865","1.537","5.378","2.116","","","","",""
"MCK131","2007.0","WI","11/28/2006 09:00:00","02/27/2007 08:00:00","9.224","2.835","2.034","1.899","3.904","1.313","0.239","0.167","0.038","0.062","0.093"
"SAV164","1990.0","SU","05/29/1990 09:00:00","09/04/1990 08:00:00","0.318","0.512","0.236","0.497","0.725","0.221","","","","",""
"SHN418","2007.0","SU","05/29/2007 09:00:00","09/04/2007 08:00:00","3.241","6.16","0.134","1.583","1.692","1.881","0.187","0.049","0.033","0.059","0.03"
"CAN407","1996.0","WI","11/28/1995 09:00:00","02/27/1996 08:00:00","0.879","0.42","0.248","0.932","1.165","0.13","","","","",""
"DEN417","2017.0","WI","11/29/2016 09:00:00","02/28/2017 08:00:00","0.458","0.276","0.074","0.047","0.12","0.077","0.021","0.081","0.014","0.011","0.092"
"PAR107","1999.0","SU","06/01/1999 09:00:00","08/31/1999 08:00:00","4.161","8.552","0.199","2.074","2.24","2.17","","","","",""
"EVE419","2018.0","SU","05/29/2018 09:00:00","09/04/2018 08:00:00","0.292","1.567","0.865","0.263","1.124","0.215","0.246","1.02","0.153","0.138","1.254"
"BEL116","2004.0","WI","12/02/2003 09:00:00","03/02/2004 08:00:00","18.782","2.886","1.828","1.867","3.665","1.265","0.222","0.247","0.037","0.06","0.117"
"PAL190","2015.0","WI","12/02/2014 09:00:00","03/03/2015 08:00:00","0.999","1.265","1.297","0.446","1.735","0.712","0.357","0.026","0.02","0.035","0.018"
"BFT142","2002.0","WI","12/04/2001 09:00:00","02/26/2002 08:00:00","4.349","2.403","1.546","0.871","2.403","0.787","0.16","0.758","0.091","0.071",""
"VOY413","2013.0","SU","06/04/2013 09:00:00","09/03/2013 08:00:00","0.224","0.819","0.122","0.345","0.461","0.266","0.181","0.014","0.04","0.062","0.018"
"LYK123","2001.0","SU","05/29/2001 09:00:00","09/04/2001 08:00:00","4.735","5.638","1.024","3.349","4.32","1.943","0.727","0.043","0.122","0.077",""
"ALH157","1999.0","WI","12/01/1998 09:00:00","03/02/1999 08:00:00","9.447","2.739","3.619","1.059","4.661","1.793","","","","",""
"PNF126","1998.0","WI","12/02/1997 09:00:00","03/03/1998 08:00:00","5.076","1.935","0.168","1.713","1.854","0.526","","","","",""
"HOX148","2002.0","WI","12/04/2001 09:00:00","02/26/2002 08:00:00","3.096","1.568","2.266","0.952","3.203","1.075","0.193","0.084","0.035","0.033",""
"VIN140","2003.0","SU","06/03/2003 09:00:00","09/02/2003 08:00:00","7.766","7.11","0.889","2.684","3.53","2.223","0.971","0.04","0.113","0.098",""
"HOW191","2013.0","WI","12/04/2012 09:00:00","02/26/2013 08:00:00","0.539","0.826","0.299","0.258","0.499","0.297","0.034","0.172","0.02","0.032","0.107"
"BFT142","2015.0","SU","06/02/2015 09:00:00","09/01/2015 08:00:00","0.529","1.803","0.896","0.434","1.323","0.331","0.201","0.947","0.129","0.099","0.814"
"GLR468","2002.0","WI","12/04/2001 09:00:00","02/26/2002 08:00:00","0.248","0.341","0.268","0.214","0.479","0.174","0.034","0.035","0.008","0.021",""
"PND165","1993.0","SU","06/01/1993 09:00:00","08/31/1993 08:00:00","0.395","0.565","0.122","0.371","0.487","0.225","","","","",""
"BBE401","2015.0","WI","12/02/2014 09:00:00","03/03/2015 08:00:00","0.505","1.245","0.313","0.48","0.785","0.426","0.281","0.038","0.014","0.027","0.016"
"LRL117","2000.0","WI","11/30/1999 09:00:00","02/29/2000 08:00:00","18.817","3.065","0.918","2.213","3.096","1.145","0.141","0.196","0.02","0.055",""
"PED108","2015.0","WI","12/02/2014 09:00:00","03/03/2015 08:00:00","1.638","1.708","0.662","0.85","1.498","0.729","0.079","0.099","0.018","0.053","0.053"
"CAN407","1999.0","WI","12/01/1998 09:00:00","03/02/1999 08:00:00","0.615","0.402","0.36","0.941","1.286","0.179","","","","",""
"GRC474","2013.0","SU","06/04/2013 09:00:00","09/03/2013 08:00:00","0.217","0.919","0.253","0.744","0.985","0.315","0.198","0.106","0.034","0.047","0.046"
"VIN140","2015.0","SU","06/02/2015 09:00:00","09/01/2015 08:00:00","1.816","2.736","0.643","1.196","1.82","0.867","0.956","0.076","0.084","0.098","0.039"
"SAN189","2016.0","SU","05/31/2016 09:00:00","08/30/2016 08:00:00","0.474","1.045","0.718","0.864","1.568","0.362","0.652","0.05","0.085","0.079","0.016"
"LYK123","2006.0","SU","05/30/2006 09:00:00","08/29/2006 08:00:00","4.13","5.817","0.696","2.567","3.222","1.911","0.558","0.04","0.105","0.09","0.032"
"LAV410","2001.0","SU","05/29/2001 09:00:00","09/04/2001 08:00:00","0.34","0.637","0.278","0.83","1.095","0.244","0.071","0.106","0.023","0.032",""
"BFT142","2003.0","SU","06/03/2003 09:00:00","09/02/2003 08:00:00","1.511","4.552","0.983","0.861","1.831","0.841","0.495","1.212","0.171","0.111",""
"YOS404","2016.0","SU","05/31/2016 09:00:00","08/30/2016 08:00:00","0.797","0.774","0.326","0.851","1.163","0.329","0.147","0.128","0.036","0.083","0.03"
"BAS601","2016.0","SU","05/31/2016 09:00:00","08/30/2016 08:00:00","1.278","0.488","0.138","0.5","0.63","0.19","0.217","0.041","0.032","0.06","0.016"
"GRS420","2021.0","SU","06/01/2021 09:00:00","08/31/2021 08:00:00","0.135","1.039","0.129","0.68","0.798","0.275","0.147","0.08","0.037","0.075","0.023"
"PED108","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","8.232","2.546","0.35","1.932","2.251","0.892","0.082","0.075","0.018","0.05","0.035"
"WSP144","2005.0","SU","05/31/2005 09:00:00","08/30/2005 08:00:00","4.428","6.694","0.238","2.963","3.153","2.134","0.196","0.177","0.06","0.092","0.034"
"VPI120","2005.0","WI","11/30/2004 09:00:00","03/01/2005 08:00:00","10.801","2.625","0.397","2.592","2.949","0.824","0.126","0.095","0.021","0.038","0.034"
"COW137","2012.0","WI","11/29/2011 09:00:00","02/28/2012 08:00:00","0.375","1.098","0.224","0.369","0.588","0.413","0.058","0.085","0.015","0.042","0.081"
"GAS153","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","7.228","2.305","0.439","1.707","2.119","0.752","0.118","0.128","0.027","0.067","0.036"
"MOR409","2007.0","WI","11/28/2006 09:00:00","02/27/2007 08:00:00","0.109","0.2","0.07","0.08","0.148","0.069","0.01","0.077","0.01","0.018","0.128"
"VIN140","1992.0","SU","06/02/1992 09:00:00","09/01/1992 08:00:00","12.044","8.616","1.283","2.967","4.203","2.749","","","","",""
"CVL151","1999.0","WI","12/01/1998 09:00:00","03/02/1999 08:00:00","3.096","3.265","0.962","1.547","2.485","1.112","","","","",""
"HOW132","1995.0","WI","11/29/1994 09:00:00","02/28/1995 08:00:00","2.526","1.499","0.346","0.692","1.027","0.416","","","","",""
"IRL141","2014.0","WI","12/03/2013 09:00:00","03/04/2014 08:00:00","0.819","2.04","1.378","0.323","1.696","0.369","0.278","3.168","0.398","0.173","5.106"
"LYK123","2007.0","SU","05/29/2007 09:00:00","09/04/2007 08:00:00","3.837","4.988","0.658","2.509","3.127","1.691","0.509","0.049","0.101","0.086","0.032"
"VPI120","1999.0","WI","12/01/1998 09:00:00","03/02/1999 08:00:00","8.189","2.574","0.491","2.281","2.736","0.807","","","","",""
"GRB411","2018.0","WI","11/28/2017 09:00:00","02/27/2018 08:00:00","0.104","0.209","0.11","0.09","0.199","0.049","0.316","0.186","0.032","0.027","0.242"
"DCP114","2007.0","SU","05/29/2007 09:00:00","09/04/2007 08:00:00","4.881","6.273","0.452","2.494","2.906","2.158","0.374","0.055","0.085","0.099","0.032"
"CAN407","2008.0","WI","12/04/2007 09:00:00","03/04/2008 08:00:00","0.505","0.4","0.353","0.888","1.227","0.161","0.065","0.052","0.01","0.044","0.023"
"LRL117","1992.0","SU","06/02/1992 09:00:00","09/01/1992 08:00:00","10.223","10.367","0.096","2.235","2.295","2.231","","","","",""
"CKT136","2010.0","WI","12/01/2009 09:00:00","03/02/2010 08:00:00","5.855","2.778","0.819","1.974","2.762","1.053","0.142","0.094","0.018","0.049","0.029"
"GRB411","2001.0","WI","11/28/2000 09:00:00","02/27/2001 08:00:00","0.168","0.325","0.185","0.177","0.359","0.12","0.095","0.05","0.011","0.009",""
"SND152","2007.0","WI","11/28/2006 09:00:00","02/27/2007 08:00:00","6.412","2.49","2.675","0.901","3.562","1.509","0.192","0.191","0.04","0.074","0.156"
"DCP114","2015.0","WI","12/02/2014 09:00:00","03/03/2015 08:00:00","3.019","2.23","3.275","0.577","3.843","1.572","0.215","0.217","0.049","0.056","0.193"
"COW137","2016.0","SU","05/31/2016 09:00:00","08/30/2016 08:00:00","0.198","1.039","0.119","0.297","0.411","0.333","0.07","0.068","0.022","0.089","0.033"
"ASH135","2004.0","WI","12/02/2003 09:00:00","03/02/2004 08:00:00","1.939","1.172","0.431","0.381","0.807","0.311","0.13","0.194","0.038","0.183","0.227"
"PAR107","1999.0","WI","12/01/1998 09:00:00","03/02/1999 08:00:00","9.119","3.091","0.779","1.236","1.996","0.893","","","","",""
"VOY413","2002.0","SU","06/04/2002 09:00:00","09/03/2002 08:00:00","0.459","1.391","0.118","0.616","0.724","0.438","0.175","0.014","0.037","0.058",""
"CVL151","1993.0","SU","06/01/1993 09:00:00","08/31/1993 08:00:00","1.714","6.534","0.7","1.401","2.079","1.783","","","","",""
"RTP101","1989.0","SU","05/30/1989 09:00:00","08/29/1989 08:00:00","","","","","","","","","","",""
"PRK134","2010.0","WI","12/01/2009 09:00:00","03/02/2010 08:00:00","1.155","1.219","2.055","0.336","2.385","0.973","0.073","0.099","0.019","0.076","0.092"
"BFT142","2016.0","WI","12/01/2015 09:00:00","03/01/2016 08:00:00","0.724","1.226","0.848","0.409","1.25","0.343","0.094","0.914","0.113","0.064","1.173"
"WST109","2020.0","SU","06/02/2020 09:00:00","09/01/2020 08:00:00","0.163","0.529","0.086","0.218","0.301","0.211","0.051","0.038","0.015","0.052","0.033"
"ESP127","2022.0","SU","05/31/2022 09:00:00","08/30/2022 08:00:00","","","","","","","","","","",""
"BBE401","2009.0","SU","06/02/2009 09:00:00","09/01/2009 08:00:00","0.523","2.14","0.606","0.64","1.236","0.605","0.588","0.262","0.061","0.081","0.045"
"STK138","2007.0","SU","05/29/2007 09:00:00","09/04/2007 08:00:00","1.956","3.462","0.882","1.773","2.627","1.152","0.774","0.04","0.225","0.098","0.033"
"CVL151","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","2.392","2.008","0.851","1.156","1.988","0.732","0.184","0.163","0.035","0.065","0.087"
"CON186","2007.0","WI","11/28/2006 09:00:00","02/27/2007 08:00:00","0.214","0.37","0.707","0.615","1.312","0.228","0.119","0.082","0.025","0.023","0.045"
"PAL190","2018.0","WI","11/28/2017 09:00:00","02/27/2018 08:00:00","1.067","0.887","1.376","0.397","1.766","0.53","1.037","0.047","0.062","0.117","0.028"
"NCS415","1999.0","WI","12/01/1998 09:00:00","03/02/1999 08:00:00","0.163","0.179","0.085","0.059","0.142","0.078","","","","",""
"BBE401","2016.0","WI","12/01/2015 09:00:00","03/01/2016 08:00:00","","","","","","","","","","",""
"CHE185","2002.0","SU","06/04/2002 09:00:00","09/03/2002 08:00:00","1.139","4.942","0.371","1.604","1.95","1.55","0.311","0.191","0.056","0.123",""
"CAT175","2006.0","SU","05/30/2006 09:00:00","08/29/2006 08:00:00","2.242","3.908","0.089","1.096","1.168","1.177","0.119","0.043","0.024","0.045","0.033"
"GAS153","2011.0","SU","05/31/2011 09:00:00","08/30/2011 08:00:00","1.581","3.991","0.16","1.291","1.43","1.239","0.126","0.181","0.04","0.092","0.05"
"SEK430","2015.0","SU","06/02/2015 09:00:00","09/01/2015 08:00:00","1.632","1.702","1.039","2.275","3.278","0.662","0.375","0.272","0.083","0.154","0.028"
"COW137","1991.0","SU","06/04/1991 09:00:00","09/03/1991 08:00:00","0.475","6.296","0.07","0.601","0.661","1.58","","","","",""
"VOY413","2015.0","SU","06/02/2015 09:00:00","09/01/2015 08:00:00","0.201","0.597","0.115","0.28","0.39","0.214","0.161","0.009","0.037","0.062","0.015"
"THR422","2014.0","WI","12/03/2013 09:00:00","03/04/2014 08:00:00","1.297","0.765","0.668","0.495","1.155","0.363","0.127","0.067","0.025","0.022","0.027"
"MKG113","2014.0","SU","06/03/2014 09:00:00","09/02/2014 08:00:00","1.047","2.389","0.2","0.9","1.086","0.782","0.206","0.048","0.03","0.102","0.034"
"DCP114","1999.0","WI","12/01/1998 09:00:00","03/02/1999 08:00:00","11.854","3.426","2.599","2.298","4.86","1.771","","","","",""
"ABT147","2005.0","WI","11/30/2004 09:00:00","03/01/2005 08:00:00","6.397","1.812","0.983","1.38","2.34","0.636","0.066","0.376","0.03","0.049","0.208"
"GLR468","2005.0","WI","11/30/2004 09:00:00","03/01/2005 08:00:00","0.827","0.713","0.418","0.313","0.726","0.296","0.052","0.063","0.013","0.037","0.017"
"ANL146","1988.0","WI","12/01/1987 09:00:00","03/01/1988 08:00:00","19.742","3.725","4.106","1.39","5.474","","","","","",""
"CAD150","2005.0","WI","11/30/2004 09:00:00","03/01/2005 08:00:00","1.852","2.522","0.808","0.989","1.782","0.995","0.122","0.164","0.029","0.065","0.119"
"COW137","1992.0","SU","06/02/1992 09:00:00","09/01/1992 08:00:00","0.354","6.199","0.065","0.605","0.661","1.377","","","","",""
"MCK131","1997.0","SU","06/03/1997 09:00:00","09/02/1997 08:00:00","5.247","8.848","0.526","3.222","3.697","2.919","","","","",""
"BWR139","1999.0","SU","06/01/1999 09:00:00","08/31/1999 08:00:00","7.275","8.012","0.587","4.09","4.612","2.232","","","","",""
"WNC429","2006.0","SU","05/30/2006 09:00:00","08/29/2006 08:00:00","0.549","1.082","0.216","1.514","1.706","0.402","0.31","0.022","0.034","0.069","0.015"
"IRL141","2021.0","SU","06/01/2021 09:00:00","08/31/2021 08:00:00","0.675","1.579","1.126","0.156","1.279","0.244","0.302","2.389","0.314","0.152","4.11"
"CVL151","1991.0","WI","12/04/1990 09:00:00","02/26/1991 08:00:00","4.56","3.084","0.623","1.667","2.264","1.159","","","","",""
"NEC602","2018.0","SU","05/29/2018 09:00:00","09/04/2018 08:00:00","0.224","0.594","0.205","0.635","0.83","0.251","0.542","0.025","0.036","0.073","0.016"
"VOY413","2006.0","SU","05/30/2006 09:00:00","08/29/2006 08:00:00","","","","","","","","","","",""
"CDR119","1999.0","SU","06/01/1999 09:00:00","08/31/1999 08:00:00","4.548","8.495","0.081","2.04","2.088","2.219","","","","",""
"KEF112","1990.0","SU","05/29/1990 09:00:00","09/04/1990 08:00:00","8.014","9.05","0.099","2.141","2.205","1.849","","","","",""
"PRK134","1994.0","WI","11/30/1993 09:00:00","03/01/1994 08:00:00","4.433","2.05","2.855","0.88","3.721","1.621","","","","",""
"DCP114","2014.0","SU","06/03/2014 09:00:00","09/02/2014 08:00:00","1.454","2.899","0.345","1.261","1.586","1.031","0.24","0.05","0.056","0.094","0.033"
"NCS415","2001.0","SU","05/29/2001 09:00:00","09/04/2001 08:00:00","0.415","1.26","0.173","0.493","0.659","0.383","0.035","0.163","0.024","0.048",""
"GRC474","2015.0","WI","12/02/2014 09:00:00","03/03/2015 08:00:00","0.241","0.29","0.094","0.337","0.426","0.1","0.06","0.02","0.008","0.009","0.016"
"THR422","2016.0","SU","05/31/2016 09:00:00","08/30/2016 08:00:00","0.566","0.672","0.216","0.623","0.829","0.231","0.355","0.042","0.053","0.046","0.015"
"GLR468","1990.0","WI","11/28/1989 09:00:00","02/27/1990 08:00:00","1.201","0.893","0.392","0.31","0.697","0.344","","","","",""
"LAV410","2021.0","SU","06/01/2021 09:00:00","08/31/2021 08:00:00","0.325","0.529","0.357","0.681","1.028","0.371","0.234","0.087","0.039","0.15","0.029"
"MKG113","2012.0","WI","11/29/2011 09:00:00","02/28/2012 08:00:00","3.98","1.968","1.992","0.766","2.746","1.122","0.23","0.163","0.03","0.056","0.159"
"BEL116","2005.0","WI","11/30/2004 09:00:00","03/01/2005 08:00:00","16.156","3.155","2.232","1.548","3.755","1.435","0.221","0.334","0.04","0.067","0.223"
"WST109","1998.0","SU","06/02/1998 09:00:00","09/01/1998 08:00:00","0.552","3.352","0.057","0.475","0.525","0.895","","","","",""
"STK138","1995.0","WI","11/29/1994 09:00:00","02/28/1995 08:00:00","7.305","3.44","6.986","0.42","7.4","3.347","","","","",""
"PAR107","2022.0","WI","11/30/2021 09:00:00","03/01/2022 08:00:00","0.643","0.946","0.932","0.406","1.332","0.412","0.419","0.109","0.036","0.086","0.094"
"DIN431","2016.0","WI","12/01/2015 09:00:00","03/01/2016 08:00:00","0.586","0.689","4.325","0.312","4.632","1.461","0.116","0.085","0.016","0.02","0.069"
"KEF112","2008.0","SU","06/03/2008 09:00:00","09/02/2008 08:00:00","2.904","4.261","0.088","1.107","1.177","1.214","0.123","0.038","0.029","0.065","0.032"
"VII423","2000.0","SU","05/30/2000 09:00:00","08/29/2000 08:00:00","","","","0.066","","","","","","",""
"ALC188","2016.0","WI","12/01/2015 09:00:00","03/01/2016 08:00:00","0.812","1.593","0.629","0.709","1.327","0.336","0.227","0.514","0.07","0.078","0.364"
"YEL408","2001.0","WI","11/28/2000 09:00:00","02/27/2001 08:00:00","1.319","0.473","0.181","0.19","0.368","0.219","0.017","0.015","0.003","0.006",""
"PET427","2020.0","WI","12/03/2019 09:00:00","03/03/2020 08:00:00","0.186","0.242","0.128","0.451","0.572","0.096","0.08","0.029","0.009","0.014","0.017"
"YOS404","2015.0","WI","12/02/2014 09:00:00","03/03/2015 08:00:00","0.244","0.218","0.135","0.197","0.328","0.093","0.03","0.035","0.006","0.013","0.023"
"DUK008","2020.0","SU","06/02/2020 09:00:00","09/01/2020 08:00:00","0.255","0.989","0.246","0.631","0.867","0.33","0.109","0.12","0.036","0.09","0.047"
"ALH157","2008.0","WI","12/04/2007 09:00:00","03/04/2008 08:00:00","5.013","2.473","4.221","0.642","4.853","1.846","0.368","0.133","0.036","0.051","0.138"
"KEF112","1994.0","SU","05/31/1994 09:00:00","08/30/1994 08:00:00","6.789","9.68","0.1","2.251","2.316","1.959","","","","",""
